Topics,Helpers,Mentor,Question,text,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25
"Demographics, Culture, JobSpecific",,dandavis,How ethnically diverse is cryptology?,I think it's important that everyone have an ability and opportunity to participate in any kind of work in one displayed and I am very unhappy when I hear about anybody who feels like they have been given a fair chance but it is my belief from what I've been able to observe that almost every place I've been there have been some representatives of virtually every ethnic group every gender every for you sexual orientation preference not available to people if they wanted to take it but I would be misleading you if I didn't say there seems to be some ethnic groups who seem to excel in this kind of work and who you see more often than other areas and it's frequently in computers it's amazing how many of the people I see at a conference if you just look around are of Asian or a sub continent Indian descent because those two ethnic groups seem to produce very good computer scientist but you see somebody from every conceivable group so you know that it's available to people who want to pursue it,How ethnically diverse is this career field?,What are the ethnics of your field?,What are the racial percentages of this field?,Is your career ethnically diverse?,Does this career field contain people from all ethnicities?,How much diversity does this field have?,How ethnically diverse is your career field?,How ethnically diverse is computer science?,How ethnically diverse is cryptograhpy?,,,,,,,,,,,,,,,,
"Fit, Culture, STEM",,dandavis,Is it more difficult to join STEM as a female or minority?,speaking from my own experience the ability for a female or a member of the minority to join the stem career he is completely done then unhampered in the United States I have worked in the military at work for businesses and I've worked in academia and I have never seen anyone suggest that they were restricting hiring somebody because of their sex gender ethnicity for any reason other than are they capable of doing the work so I think it's pretty wide open and there is even an aggressive attempt to try to achieve a better balance of ethnicity and gender within stem careers in both academia and industry,Why are there fewer females in STEM?,Why is STEM mostly males?,Why do fewer girls go into STEM?,Why don't girls like STEM?,Why are there more males in STEM?,Why doesn't STEM have a gender balance?,,,,,,,,,,,,,,,,,,,
"Advice, Priorities, Lifestyle, Fit",,dandavis,What characterizes a good career?,one of the things that I frequently hear people say is that this career would make you more money than that career but it's been my experience that all of us are going to make enough money to satisfy our needs and even our caprices so the most important thing in a career is to do something with the issue too in series of topless once so you get some sense of self fulfillment I team and I get a job that was necessary I didn't well we achieved our goals the team that I worked with were all satisfied with what we did so I think the most critical thing in pursuing a career is finding a career it's going to give you that feeling at the end they'll be enough money to to live on and there will be enough to have a good life if you pursue that career goal that will give you that self fulfillment,what should I look for in a career?,what makes a career interesting?,,What makes a career good?,How should you know that this is a good career?,,,,,,,,,,,,,,,,,,,,
"STEM, Challenges",Negative,dandavis,What don't you like about STEM?,I've been in stem careers since I graduated from high school one way or the other that's a literal truth and I've really enjoyed all of the work I've done stem and I enjoy it still to this day did thing that I would really like to see the different about stem is I wish government sometimes who's a little more responsive to supporting the stem research it will make a difference so frequently the government takes the approach of we need to pass a law and keep somebody from doing it rather than that we need to fund some research than we can encourage people to do the right thing rather than trying to force them to do the right thing,what are the negatives of cryptography?,what is bad about STEM?,what are the flaws in STEM and cryptography?,Can you discuss some of the negatives to cryptography or your job?,,,,,,,,,,,,,,,,,,,,,
"STEM, Decisions, Advice",,dandavis,Why should someone choose to go into cryptology?,I have been and still both cryptology ended and computer science for a long time and I've enjoyed all of that and I think virtually anyone who enjoyed intellectual challenge enjoyed working in small teams and enjoyed accomplishing goals that someone would set out for you that at first seem impossible would enjoy the kinds of creatures I've had both in academia and in the military I think anybody who enjoys all sorts of things would find it a very fulfilling career,what is so good about cryptography?,why are cryptography a good area?,what is the benefit of going into cryptography?,why cryptography?,why STEM?,Why did you choose STEM?,What made you decide that STEM was for you?,,,,,,,,,,,,,,,,,,
"STEM, Decisions, Advice",Negative,dandavis,Why shouldn't someone choose to go into cryptology?,it seems sometimes that some careers get hyped up because of examples of someone who's tremendously successful so I would definitely not recommend anyone go into stem work if they are swayed by the stories of how much money Bill Gates made her some because that always fails to mention the Bill Gates was a very special person and made his money in a way that the vast majority of us would have a prayer of doing so I don't think you should ever go into a field thank you all that guy's a billionaire I want to be a billionaire like him I I think you should not look at the money or the success of the fame as a goal you want to achieve I'd go after something you can do and enjoy be proud of and let the fame and the money coming that,tell me some disadvatage of stem career,,,Why would someone not join a STEM field?,What makes a career in STEM a bad choice?,,,,,,,,,,,,,,,,,,,,
"STEM, Challenges",,dandavis,What is the most difficult part of cryptology?,still is an interesting field you get to do a lot of good technical work but as you get more senior you'll find out that you spend more and more time trying to find a sponsor trying to find someone in the industry or the government or some place we'll pay you money to do the work you think needs to be done and that kind of development work although it is exciting in its own way and fun in its own way gets to be a drag after awhile and so that's a part of that that I think you need not to ignore know that it will be part of your job to do it especially as you get senior but know that it's not near as much fun this gone home and write code,which part of cryptography is the toughest to learn?,is there something about this career that is very hard to do?,what is the hardest thing about what you do?,is what you do hard?,do you have to study a lot for cryptography?,do you have to study a lot?,,,,,,,,,,,,,,,,,,,
"STEM, Impact, Future",,dandavis,What are the long-term impacts of entering cryptology or STEM fields?,so that's a part of that that I think you need not to ignore know that it will be part of your job you do it especially as you get senior but no that's not near as much fun this gone home and write code you know the more I look at these questions if I find more and more that I don't even I don't know useful and you should all vote that's real quick one of the long term impacts of entering your Stanfield or staff one lawyer in long term impact of being instant feel that you need to take cognizance of is technology does move ahead you've got to keep your self educated you got to keep yourself up to date talon taking some more education talent takes more courses and go to every conference get a chance go to see you can hear what's going on,What are the long-term impacts of entering computer science?,What are the long-term impacts of entering cryptography?,What are the long-term impacts of entering your stem field?,,,,,,,,,,,,,,,,,,,,,,
"STEM, Decisions",Negative,dandavis,Why do people leave the cryptology/STEM field?,I've been very active in stem in both cryptology academia the major reason for leaving the stem fields involved in cryptology or the loss of a clearance and forcing you out or just for the travel gets to you and you you find the need to stabilize your life and stay put for awhile and the same to some degree is true for academia people leave this field only when they're forced to within my experience and being forced to means funding dries up and there's no one to pay for the work you want,Why do people leave the field of cryptography?,do people get tired of science?,is technology a field that keep people for a long time?,do people leave the STEM field?,what if I get bored with STEM?,What is difficult about computer science?,what if I get bored of computer science?,what if I get bored of cryptography?,,,,,,,,,,,,,,,,,
"STEM, Misconceptions",,dandavis,What's something that most people don't know about cryptology?,I think that cryptology is a lot of fun because the people you meet in cryptology were frequently kind of the intellectuals I was on active duty down homestead Air Force base once when the word officer down there said the first thing you want to tell the nurses from the hospital when you see them in the officers club is here cryptologist because they're sick and tired of putting up with egotistical doctors and egotistical pilots but they love cryptologist because they know you're intellectuals he read a lot of books and that you have some appreciation of the fine arts so that's the sort of thing that kind of keeps you excited about not being in cryptology,What's something that most people don't know about your STEM field?,what things about your job are unknown to most people?,what suprises people about computer science?,what is the major point of ignorance concerning computer science?,what don't people know about CS?,what suprises people about cryptography?,what is the major point of ignorance concerning cryptography?,what don't people know about cryptography?,,,,,,,,,,,,,,,,,
"STEM, Culture",,dandavis,Describe an experience that illuminates STEM culture.,one of times when you're working in stem you're giving a specific task to do yet you might be given of subroutine of code to write and you have to do that but the thing that is important in any kind of stem activity you have to be alert for opportunities you have to be open to changes in the do you see something that's abnormal if you discover something that's not available to everybody else and one example I know of is when I was reading high performance computing at Caltech a bunch of guys quit the high performance computing center and started a new company that was going to write pro code for big parallel computers and to do that writing of the code they had to develop a new performance tool so they developed a little piece of software that measured the performance of high performance computers and they sold millions of dollars worth of that little performance to and they never did get to do any programming they want to do because they were so busy selling all that code so they had to be alert for the fact that they're doing programming for high performance computers wasn't and remitted feel the writing little tool for terrific so got to keep your mind open,tell me about your work culture,tell me about the computer science culture,i want to know about the cryptography culture,,,,,,,,,,,,,,,,,,,,,,
"STEM, Fit, Recognition",,dandavis,What kinds of people succeed in STEM fields?,people succeed and still based on two things primarily and the first thing is they got to be smarter with and you've got to work hard and now we're using your intelligence but keeping it turned up by keeping up with what's going on the second thing is you can't be a trouble maker you got to be a team player I've known a lot of guys were great working on their own Rick team players and virtually all stem involves teams see you gotta learn if nothing else don't be a trouble maker,Who is good in the STEM field?,What makes someone successful in STEM?,What characterizes effective workers in the STEM field?,Is there a certain kind of person that does better in STEM?,Are some people more apt to succeed in STEM?,What makes someone a good person to go into STEM?,What characterized someone good at STEM?,,,,,,,,,,,,,,,,,,
"Challenges, Failure",,dandavis,How does someone recover from a professional blunder?,there's an old saying in the navy that if you've never been court martialed for trying something that you should have tried are you not doing your job very well because everything you do should be right on the ragged edge of of what's while so in most distilled work I have done that we've been doing research we have been doing product development or delivery kinds of but doing research so a lot of what you do is going to fail in a lot of it involves something in the failure might be bad enough to be called a blunder that as long as you've done it in good faith and you haven't tried to cover up the mistakes and you learn from the mistakes most professionals will accept you as a member of the team,i am too scared to fall,what if i make a terrible mistakes,are mistakes punished severly,what if i make a huge mistake?,how are mistakes punished in the navy,,,,,,,,,,,,,,,,,,,,
"Background, Mentor",,dandavis,Who has influenced you the most in your life?,in my professional life I've had two mentors that really had a great deal of influence on me in the navy shortly after I got commissioned I was working for a gentleman who was our executive officer Lieutenant Commander George lam and he and I went on active duty for training to gather and we were down in Pensacola Florida and we had to go through the main gate for the training center every morning and strange enough that's a gate on which I used to stand guard duty when I was in the listed person but they had civilians there now and the civilians were sloppy and not very attentive and certainly didn't show any snap or involvement of what they re doing so when we got time to leave that particular post they gave us a form to fill out in the form said tell something you've observed here and what you got out of that and what we need to do to make it better and I told the commander lamb I think I should write up the main gate and he turned to me and said then whatever you do do not light up the guys on the main gate because he said if there was a problem you're an officer you should have taken care of it right there if there is a problem you want to have taken care of you should take care of it are there somebody else to clean it up for you that's one thing he said the second thing is be aware that they give you a forum like this and say what happened when you were here beware that that's how they're going to write your fitness report when you go home so I thought all that's good so I wrote a fitness report that said tell you what when I came here I learned all kinds of wonderful stuff and I'm Robert officer for everything I've done and this will stick in my mind for a long time because this is such great training and when my fitness report came back it said instantaneous came in he learned some wonderful stuff and it was great training and had a great influence on his life almost word for word cut and paste off that for so that's the kind of advice he gave me I've had a similar mentor in my technical live Paul the Sina who is now at Argonne national labs also somebody you needed to listen to so that's too good piece of advice from two good guys that I worked for and I hope you get a mentor that give you good advice to,who is your life mentor?,do you have a mentor?,who do you look up to?,tell me about your mentor,do you look up to someone?,,,,,,,,,,,,,,,,,,,,
"Mentor, Background, Decisions",Positive,dandavis,Tell me about a mentor that you have or had.,in academia mentor that I had had a great impact on me was the actual Paul is seen at cal tech I when I first went to work for Caltech Paul Hart heard me until the director at the supercomputing center there and just watching him was he a great great lesson for me I he was a man of invariable courtesy he did not talk much he kept his own counsel and he was always very gracious he was very old school he was born in Sicily I grew up in Panama but was educated United States in mathematics I learned a lot from him and I think if you get a mentor I hope it's a mentor that you can watch it action because you can learn more from the way they behave than what they tell you,tell me about your mentor?,do you have a mentor?,,Can you tell me about some of the people who have mentored you in life?,Tell me about some of the people who have mentored you in your career?,Do you have someone who influenced your career a lot?,,,,,,,,,,,,,,,,,,,
"Mentor, Background, Decisions",Positive,dandavis,Who is a person that you considered as a role model early in your life? How and why does this person impact your life?,well walls or is important and stem as they are in any other field I think it's necessary to keep your eyes open for a good role model one of the first role models I had was my freshman year at the university of Colorado when I took introduction to psychology I have never had the behavioral science course before and I learned from professor Mason the great excitement about scientifically trying to understand how people behave and quantifying that behavior in a way that can then be studied further,tell me about a person who has impacted your life?,Who was your role model?,Who did you look up to?,Is there anyone you admired?,What is an example of one of your role models?,who did you idolize growing up?,did you look up to someone as a kid or student?,,,,,,,,,,,,,,,,,,
"Challenges, Background",,dandavis,What struggles did you overcome to get where you are?,we see that god has been better to me than I deserved certainly is true about my career it seemed like there were always people willing to give me a leg up and give me an opportunity to do something useful but I have some natural inclinations and proclivities that I needed to overcome to be able to succeed and one of those is I have a very quick Tom and I had to learn to think before I speak times because I'm inclined to say things that I had to later regret retract so I think my biggest hurdle have been internal my procrastination and my sharp tongue but I seem to have found ways to get around both of those to get where I wanna be and the feel good about the things of the chief,Have you overcame struggles?,What struggles have you gotten past?,What challenges have you surmounted?,How many difficulties have you faced getting to where you are?,,,,,,,,,,,,,,,,,,,,,
"Background, Impact",,dandavis,What was a pivotal moment in your career/life?,when you get to be as seniors I am there are a number of times in your life when you look back and you think what on earth would happen to me if I'd gone down this road rather than that road and it's hard to figure out what would been in store but I can tell you one time when I I made a decision a snap decision that turned out to be a good one when I enlisted in the marine corps I took their little tested the recruiters office and he said you scored so well on that test you can adopt and be accepted into the aviation program you'll be guaranteed a position as an enlisted person in the aviation field and he showed me a brochure with a guy working one symbol electronics in the form of a jet or something and I said that sounds pretty good but why don't I just passed my feet to the winds and take whatever off orders they give me and that turned out to be a wonderful choice because when I graduated from boot camp I got cryptology is a duty where is everybody who'd taken aviation option god aviation ordinance man which meant they immediately got on the plane and were flown to Vietnam and they spent a year in Vietnam pulling bombs around the airfield in them hundred degree heat and a hundred humidity boring backbreaking thankless duty and yet I was doing some of the most fun stuff I've ever done,What moment changed your life?,What has been a life changing moment for you?,Describe a life altering time.,Tell me about an impactful time in your life.,,,,,,,,,,,,,,,,,,,,,
"Failure, Background",Negative,dandavis,What are the failures for which you are the most unhappy?,looking back on life there are many times when I wish I had my life to live over and almost all of those times have to do with knowing there is somebody close to me who needed my support and needed something for me that I wasn't able to give them more than I cited not to give them or I wasn't alert enough to know that they needed if I had my life to live over again I would want to be more tuned to other people and their needs and give them what I could I can't give everybody everything but certainly can give more than I gave,What failures make you the most upset?,What defeat makes you the most distressed?,Tell me about your most upsetting shortcoming.,Describe a time you failed.,For what failure do you have the most regret?,What is your biggest failure?,Can you tell me about a major failure you've had?,What has been your saddest time in life?,What made you sad?,What was the saddest time in your life?,saddest moment of your life?,,,,,,,,,,,,,,
"Failure, Background",,dandavis,What was your biggest mistake you made in your life?,at the end of your career after a number of decades you probably look back and think about things really were a mistake that was a side track from you I'm one of the biggest mistakes I made in my career was when I got my degree of bachelors and psychology from the university of Colorado I took the eighteen GS be to try to get a bit yeah MBA and then I took the LOC teased to go to law school in the eighty GXP's I got a seven hundred thirty five and of eight hundred and then the else sets I got the seven fifty and I saw it well I'll just let that shoes because I got fifteen points higher on the el said then they did the eighteen GSP are going to law school and I didn't like law school I hated all three years of it but I did alright and they got out and I went to practice with my father who was a lawyer and I practiced with him for ten years those of the worst ten years of my life I hated the practice of law if I know what I was getting into I never would have done that and when my father passed away listen six months after his passing I went to work for Martin Marietta doing stem research,tell me about your biggest mistake,have you ever been very wrong,tell me your biggest blunder,,,,,,,,,,,,,,,,,,,,,,
Background,Negative,dandavis,Do you have any regrets?,when you look back at what your life after a time you usually can find things that you regret and there are many in my mind's eye and times I said things I shouldn't have made choices I should have made but one of the things I didn't do that I'd looking back I should have done is there a number of times in my life when I had an opportunity to advance my education in ways that would have cost me nothing other than the effort and I passed them up when I was at Caltech I could have gotten another degree when I was at the university of southern California I could have gotten another to when I was in mark Marietta they would have paid me get another degree and you say well you've got a bachelors degree in a law degree what else would you know there's always something to learn only something that would be fun to do and and I really wish I'd taken more coursework on the head,what do you regret?,tell me about your regrets.,what did you wish you did differently?,Can you tell me about an instance when you had to deal with failure?,,,,,,,,,,,,,,,,,,,,,
Future,,dandavis,Where do you see yourself in 5 years?,I am now retired from the university of southern California but they've called me back to do some consulting on a project that has to do with developing mentors to be provided by a computer science and I think that's a lot of fun in their two projects have grown out of that and they're currently pending so I am hoping five years Chanel I'm still consulting on one of these out growth projects one of which is developed a new trainer for navy personnel who were standing bridge duty because the news is full of fact recently too navy destroyers had collisions at sea that they should know ahead because they were properly trained,What do you want to do next?,What are you going to do now?,Where are you going to go now?,Where is your future going?,where do you want to be in the next 2 years?,,,,,,,,,,,,,,,,,,,,
Future,,dandavis,What was your plan to reach your career/life goal?,some people think it's very important to have a career goal and send it out and think it through and then pursue that goal with all your might my eldest brother was that kind of person he wanted to be a veterinarian and a small rocky mountain town if you want to do a large animal practice he tried that for five years and was in like it was a very good at it and he wound up working for a drug company and he was living on the east river in New York City and doing basically legal work that is he was doing work that had to do with drug registration and licensing around the world so he became an international traveler who as an expert in licensing law so sometimes I think you just gotta take life as it is given to you I wonder chew life without ever having a career goal I got into cryptology because some Wall ranking person the marine corps had a spot for it and saw my name and put into I gathered academia because one of the people at Caltech was in a meeting with me once and said I bet he'd be good at helping run our supercomputing so how do one,how did you plan to reach your career goals,what are your goals in life?,Do you have a bucket list in life?,How did you plan every stage in your career?,Can you tell me about the plans you had for your career?,,,,,,,,,,,,,,,,,,,,
"Advice, Future",,dandavis,What part of my future should I be most worried about?,I think I have seen more miserable people who when they were considering their future we're swayed by some external factor such as my friend is in that field or my parents did that kind of work or I was good at it in school or I saw a movie about it once and that looks like fun without really knowing what every day of that work entails and the thing I think you should concentrate on is trying to understand what it is do you enjoy doing and understand what it is the varying professions would have you do every day not the startlingly make movies about the sort of thing you do air every day,Are you worried about your future?,What troubles you about the future?,What concerns you about the future?,Are you anxious about the future?,What makes you nervous about the coming years?,What factors of the future do you fret about?,,,,,,,,,,,,,,,,,,,
"Skills, Challenges, Growth/Learning",,dandavis,What used to be your biggest weakness? How did you improve it?,without question my biggest weakness is always been organization I'm not a very disciplined person internally I tend to put things off and not get things done one of the great gifts that I've been given through no fault of my owner no benefit no benefit from what I did to make it happen is that computers computers can keep you organized in a way that you just can't do on your own so I keep terrible files physical files but my computer files are pretty well organized and I can find stuff on my computer that I never could find if I were in charge of keeping the file cabinet full floods,What were you bad at and how did you fix it?,How have you improved your negative qualities?,What did you do to improve your weaknesses?,What are your greatest weaknesses?,How have you worked on your weaknesses?,What are you the worst at?,,,,,,,,,,,,,,,,,,,
"Priorities, Background",,dandavis,How have your priorities changed as your career progresses?,if you have a well developed career planned ahead of you your priorities probably being something but if you start out like I did with no idea who you were or what you want to do here's one to have a good time and enjoy people and do something you felt was worth while so through my life my priorities have always been I want to be with a good group of people are going to be accepted by them I want to get value what I do I want to be able to tell you what I did it on my own and as I've gotten older I think I've even increased my enthusiasm for those goals so I think my priorities have become strengthened as I've gotten older but they have not changed to any specific degree,Have your priorities changed throughout your development?,In what ways have your priorities adapted to your career situation?,What priorities do you have now that you didn't have earlier in your career?,Do you think differently now than you did at the start of your career?,Has your work shaped your priorities?,,,,,,,,,,,,,,,,,,,,
Motivation,Positive,dandavis,What do you like to do the most?,the thing I like to do the most both in the military and and and academia for still is get together with a group of people I like working on a problem that I want to solve and enjoying each other and some of that involves telling the stories of things we've done together and people we've known in places we bet so I like the social aspect of the intellectual challenge,What do you enjoy doing?,What are your favorite things to do?,Do you have any favorite activities or work?,What things do you prefer to do?,What are the most fun things you do?,Are some things more fun for you than others?,what makes you happy?,what makes you smile?,What is something that makes you smile?,,,,,,,,,,,,,,,,
"Future, JobSpecific",,dandavis,Are too many or too few people entering this profession?,in both cryptology and in high performance computing research there are never enough good people and sometimes you have to fill billets with people who are not competent to do the work we all know people who got into cryptology who later turned out to have week moral fiber and have caused him measurable harm to the United States in high performance computing in the computing in general we all know people have gone to school and gotten degrees and compare science it cannot program their way out of a paper bag so I think you need to be more people trying to get into both fields both fields are have open opportunities all the time so I think there are far too few people trying to get it all feels,Does this field have a lack of talent?,Does this field need more workers?,Is your profession short on hires?,How many people are going into your career?,Does this field need me?,,,,,,,,,,,,,,,,,,,,
"Future, JobSpecific",,dandavis,What sorts of changes are occurring in cryptology?,change his way of life in both cryptology and in high performance computing it's based on change high performance computing advances because of the change well we now have a quantum computer at USC cryptology is also based on change as soon as you learn to exploit certain signals those signals go away are changed because the other side will find out that you're exploiting their signals so it's always change so changes not only challenger but it's the joy of it,Is this field changing?,Is this career or profession changing?,How is this profession changing?,Is this field different than it used to be?,How different will this field be when I get into it?,What changes can I expect to see in this field?,How is computer science changing?,What is the future of computer science?,How is cryptography changing?,What is the future of cryptography?,,,,,,,,,,,,,,,
"Future, JobSpecific",,dandavis,How do you ensure job security and proactively prepare for a decline in cryptology?,all the wonderful things about both cryptology in high performance computing is it never stand still that means if you're in either of those two fields you better be a scholar you better be studying all the time you better be driven to learn new things you better be driven to master new skills and those who mash of those new skills and learn new techniques are the ones who will have the best job security the other thing you need to do as you get more senior in life is be aware that sometimes the technical skills will not be the ones you need to hone one of the things I've found in my own private research is the amount of English you spend time writing will go up significantly issue get senior the amount of code you get to write will go down because instead of writing subroutines and functions you'll be writing proposals and evaluations and technical article soon learn to hone the skills across the entire profession not just those that are practiced by junior,Why do people leave this field or company?,what makes people want to quit?,is there a reason that drives personnel to leave the service?,,,,,,,,,,,,,,,,,,,,,,
Future,,dandavis,What do you believe will be the most important factors that will shape your future?,it seems to me that the future of both of the fields in which I have participated cryptology and high performance computing will continue to grow and continue to be vital to the United States I think of the factors that may interrupt that would be some disruption of society in general that would cause the funding to fail in both those feels I think it anyone pursuing a stem career any those two fields a would be well advised to have a fall back position in mind so that they would know someplace else they can get a job if you those two fields becomes constrained,How do you see the factors influencing your future?,What factors do you forsee impacting your future?,Are there any factors you think will change your future?,What factors do you predict will play a role in your future?,What things does your future depend on?,What circumstances do you think will decide the future?,,,,,,,,,,,,,,,,,,,
"Mentor, Advice",,dandavis,Who gave you the best advice about your career?,as I go through my life many people have offered to give me good advice about how we should proceed in my career some of it was not too accurate and so it was actually a little on the destructive side but the advice I would have given myself looking back on it is that I should've been more open to more slots but not driven by any specific fought I should have talked to more people about broader range of questions asserting what I would do in my life and I probably should have talked to someone who knew me well about what they saw me as doing well and what I enjoy doing more,"who was your ""go to guy"" regarding your career?",who was you best career counselor?,what person helped you the most to get where you are today?,what is the best advice you received?,What is the best piece of advice that you've received?,,,,,,,,,,,,,,,,,,,,
"Advice, Skills",,dandavis,How can I work smarter?,many people ask me if there is a trick I've learned over the years on getting the job done and getting organized do that job and my best advice to people who ask that question is for goodness sakes do not do it the way I do it I am about the world's worst a culture of specific tasks so I am the wrong guy has to figure out how to do a good job and get things done I think that thing you need to do that I can advise you on is you need to be very insightful about your own limitations and don't keep beating your head against the wall if you're no good it's something don't try to make yourself good at it find a way that you can do what you need to do without having that skill because a lot of people spend their whole life trying to acquire a skill they just don't have,is there a more effective way for me to approach this?,how can I improve my activities?,am I pursuing this the wrong way?,how can I become more efficient?,is there a better way to do this?,,,,,,,,,,,,,,,,,,,,
"Advice, JobSpecific",,dandavis,What would you advise a person in cryptology to do in order to create good relationships with bosses and coworkers?,I think one of the most critical things no matter what job you get into is learning how to interface who is your people who are above you your managers in your bosses in the people below you people who report up to you and your peers that people who are on either side of and that is so critical that I don't think you can overdo studying that kind of thing and that means you have to look at your own self and your own weaknesses in your own strengths and figure out where where do I have trouble and how do we compensate for that trouble sometimes you can't change your own characteristics to fit so you have to find some way to,What would you advise a person in computer science to do in order to create good relationships with bosses and coworkers?,What would you advise a person in cryptography to do in order to create good relationships with bosses and coworkers?,How do I make good business aquaintences?,,,,,,,,,,,,,,,,,,,,,,
Advice,,dandavis,What makes a good leader?,I had decades of experience in marine corps in the navy and industry and academia leadership has always been their primary topic of discussion and all those fields and there's always a lack of leadership is to cried and the presence of leadership leads to success so the question is what constitutes good leadership and that's almost impossible to answer the one inside I have had to use people are frequently the worst leaders when they try to emulate someone else's leadership style if you are a hard charger in the person who enjoys confrontation and forcing people to do their job that's one leadership style but if you're an easy going person who is Morrie leader who facilitates the people under him getting the job done and tries to motivate him to want to do it on their own that's a different kind leader if you look back at World War two and you know a thing about military history Omar Bradley and George Patton were two completely different leaders and they couldn't of been a leader in the morals of the other with because they just were not set up to do that yet they were wonderful leaders in their own right so find your own style while the people under you take care of the people who were in charge of you and you can't go far wrong,how can i be a good leader,tell me the qualities of a good leader,how can someone lead better?,,,,,,,,,,,,,,,,,,,,,,
"Combat, Military",Navy,dandavis,How has combat or the Navy changed you?,I frequently see that the best year of my life with my year in Vietnam that's true to a large degree because of the tasks that we had over there in my ability to contribute to that task and being able to see or have reported to us the results of our activities there but the thing that impressed me the most over there as having a it made a difference in my life was my finding out that I was not frightened when under fire there are a lot of people over there who who really lost it when the first round started coming in be they rockets or mortars and yet I found that didn't bother me very much and I've spent my life without a great deal of bravery being exhibited and this seems like there's almost everything I do scare some people on the other I've got acrophobia every other kind of full you can think of but I didn't get rattled when the rounds came and and that gave me an assurance go about my life the rest of my life knowing well that's one thing that did morale,how has deployment changed you?,how has the Navy changed you?,what effect has the Navy had on you?,have you ever seen combat?,have you been in combat?,have you experienced comabt?,Did you ever experience combat?,how has combat changed you?,what negative consequences have you personally suffered from experiencing combat?,,,,,,,,,,,,,,,,
"Benefits, Military, Lifestyle, Travel",,dandavis,Do you get to take vacations in the military?,the call of the military on your time is different in civilian life there are times for instance if you're in a combat zone where the call is all the time if you're in active combat you're on duty twenty four hours a day trying to keep yourself alive and achieve your mission and there are times when you're not in a combat situation where there's a tremendous amount of spare time and mostly that's granted to you to take time to do things interventions to you even in combat situations for instance while I was in Vietnam I was given to one week periods where they flew me anywhere in the Pacific Rim that I want to go to visit so I spent a week in Australia all on my own doing anything I want to do and we can Japan later on the same way but in general the military we give you weekends off in general they give you thirty days leave here where you can go where you want do whatever you want and they do what they call basket leave that is leave they just give you it's not charge against your leave they just tell you don't come to work for a couple of days so it kind of evens out so there is a lot of spare time from time to time but those who do ship or duty same deal once you're at sea you might spend twelve hours a day on your job and have very little time other than to sleep and keep yourself clean but when you're sure you might have a lot of spare time,how does vacation time work in the military?,do you get paid off time?,can you go on vacation as a military member?,do you get breaks in the military?,how often to you get leave?,how much time off do people in the Navy get?,Do you get to take vacations?,,,,,,,,,,,,,,,,,,
"Challenges, Fit, JobSpecific",Negative,dandavis,Does it get claustrophobic and sea sick on the ship?,what other things that nature has given us is a wonderful system of balancing its inner inner ear and some people are more sensitive that than others and if they get into a vehicle that's moving rolling it makes them sick and everyone gets sick to some degree but there are extremes on both sides I fortunately was blessed with windows cast iron stomachs never get seasick we were in Pensacola once on active duty and we read today fifty foot boat and went up red snapper fishing and I had been in the marine corps but everybody else board was of real salt water sailor they don't everybody got sick on that boat except maybe to make me sick bet but on the other hand lord admiral Nelson who won the battle of Trafalgar the greatest naval hero of all time was famous for being so seasick when he first went to see every time he went to see that he would have to go to this cabin for days before he could get a stomach settled down again so it's one of the things you just kinda have to put up with but if you're the average person you'll have a little of that if you're on one extreme or the other you'll have to learn to live with whatever the good lord gave you and it's not the end of the world it'll work out,will I get sea sick?,do ships get claustrophobic?,what if I'm claustrophobic?,what if I can't handle being on a ship?,,,,,,,,,,,,,,,,,,,,,
"JobSpecific, Military",,dandavis,How long are you on the ship for?,my field almost and I am even bigger anomaly that most people in my field this star on my shoulder boards means that I'm a line officer that means I can command the ship at sea but I'm a cryptologist in my entire career I have never been to see on a naval ship the only times I've been there see is three cruises on civilian cruise liners with my family the average cryptologist will probably spend probably about ten percent of his career on a ship and of that ten percent only five percent total will be spent at sea so cryptologist don't spend a lot of time at sea my little brother on the other hand was sees some marine officer and that basically meant he spent six months out of every year city because he was on the blue crew and the blue crew was out six months and then the whole crew was out so depends on the kind of specially get into in which workers are how much time you spend,how much of your time is spent on a ship?,how much time do you spend on the ocean?,how long are you out at sea?,how long do you spend in the ship?,,,,,,,,,,,,,,,,,,,,,
"Challenges, Military",,dandavis,Did you miss home while in the Navy and how did you handle it?,I did not list in the naval services until I was twenty three years old so I did not have the kind of home sickness that young people get sometimes best year my life is my year in Vietnam when we didn't have any contact at all except for written letters back and forth to our family I have always enjoyed the excitement of being in the service and doing that interesting exciting and vital work so I've never felt homesick a certain desire to go back home I've always been happiest when I'm doing what I enjoy doing and usually I was in a situation where I want to keep doing it we did a ninety day TD why that is temporary duty in Thailand as a group of language to assisting the army security agency upcountry and Thailand up near the Mekong river in Thailand and after we done the ninety days another sergeant and I went and asked the people who were in charge can't you keep is another ninety days we'd like to spend at least three more months going hungry doing it was such fun work and best of all Heineken beer was only twenty five cents a mile,what if you get homesick while in the navy?,did you ever get homesick?,is homesickness common?,do you miss your family?,Is it difficult to be away from your family for so long?,,,,,,,,,,,,,,,,,,,,
